# z         Log L_0.5-2keV
      2.84400      43.4495
     0.979000      42.3635
      1.73200      42.7421
     0.667000      42.0074
      3.85200      43.2177
     0.185000      42.2896
      1.09700      42.4577
      1.31400      42.7565
      2.11000      42.7750
      1.58700      42.6966
      1.21500      42.4479
     0.210000      41.1709
      1.46300      42.8582
      2.37200      43.5434
      3.01500      43.5592
      1.53800      42.6130
      2.31300      42.9460
     0.491000      41.5726
     0.347000      41.8242
      1.93200      43.9915
      1.26900      42.3778
     0.736000      41.8806
     0.656000      42.3187
     0.124000      40.7083
     0.373000      42.0430
      2.14600      43.6620
      1.84100      43.4495
      1.24000      42.8715
      3.09000      43.4453
      1.84300      43.1089
     0.838000      42.6810
      1.58100      43.1174
      2.57200      43.6052
      1.26500      42.1703
      1.05800      42.4278
      1.29700      43.3236
      1.43800      42.7163
      1.81700      43.7222
      1.25600      43.0133
     0.962000      42.0354
     0.373000      42.6838
     0.930000      42.1410
      4.92000      43.9026
     0.976000      42.4568
      2.48300      43.9069
      1.20900      42.4690
     0.891000      43.6942
      1.44400      42.8005
      2.09100      43.1827
     0.913000      42.5606
      1.80200      44.2895
      1.38800      42.7908
      2.50900      43.2816
      3.32800      43.4032
      1.16500      42.3303
     0.895000      42.3258
      1.83500      43.6672
      1.09500      42.3815
      3.09500      43.5622
      1.93600      43.9317
      3.71500      43.7548
     0.911000      42.4444
     0.936000      43.0002
      1.86900      43.4906
      1.33000      43.3114
     0.739000      42.9779
      2.12200      43.5916
      1.20200      43.2673
     0.265000      41.4185
      1.10300      42.2021
      2.89700      43.6171
      3.17800      43.1749
      1.26000      42.3439
     0.123000      41.0879
     0.879000      41.8855
      1.52900      42.8084
      2.17900      43.8812
      2.50100      44.2721
      2.47300      43.1044
      1.42200      42.5648
      1.28800      42.6473
     0.904000      42.2509
      2.47800      43.3054
     0.703000      41.6362
      1.52000      43.4719
      1.71500      43.0208
     0.743000      42.1302
     0.221000      41.1926
      1.02800      42.6759
      1.66000      42.9701
      2.91400      43.5470
     0.751000      42.0829
     0.937000      42.4378
     0.745000      42.9761
     0.348000      41.6973
     0.437000      41.6609
      2.19900      43.0061
     0.606000      42.0891
      1.98400      43.5570
     0.955000      43.4389
      1.56900      43.2557
      1.42300      43.2995
     0.659000      42.7879
     0.334000      41.6679
      2.61200      43.4535
     0.955000      42.8611
     0.562000      41.7703
      1.43700      42.7097
      1.43800      42.7608
      1.09700      42.2127
      1.00600      42.4561
     0.839000      42.3500
      2.00300      43.3423
     0.521000      43.1837
      1.76000      43.0936
      1.56600      42.8657
      1.24800      44.0744
      1.24700      42.4937
     0.995000      43.6824
      2.45500      44.3742
     0.518000      42.3172
      1.74700      43.5900
      2.47000      43.3599
      1.27400      43.4144
     0.439000      42.8269
      1.31700      42.4409
      1.60400      42.6182
     0.845000      43.5713
      1.90500      42.7951
      2.11300      44.0345
      2.14700      44.1719
      1.23100      43.3407
     0.946000      43.0249
      1.71100      43.3817
      2.10100      44.0166
      1.94100      43.6972
      2.29300      43.1483
     0.549000      42.7525
     0.438000      42.7345
      1.96600      44.6451
     0.480000      42.4308
      2.35000      43.4920
      3.06200      43.7651
      1.50200      43.2737
      1.26000      42.7801
      1.72300      43.0787
      1.33500      43.2425
     0.596000      41.9988
      1.90000      44.0108
      2.03000      43.3050
      2.84100      43.5415
     0.677000      43.0311
      1.42800      43.0214
      1.16400      42.8514
      2.00600      43.6108
      1.68200      43.4599
      1.35000      43.8056
     0.599000      42.8619
      2.62200      43.4728
      2.49800      43.7589
      1.36500      43.8988
      2.58500      43.6887
     0.364000      44.0345
      1.44900      43.0834
      1.48500      43.9355
      3.02300      43.8561
      1.01300      42.2806
     0.301000      41.9830
      1.33900      42.6580
      1.68900      43.7240
      1.98100      43.0768
      2.22000      43.5634
      1.48300      43.2836
      1.27600      42.6186
     0.504000      41.6439
     0.285000      41.0692
     0.988000      43.0400
     0.297000      42.2019
     0.979000      43.4388
      2.25500      43.8664
      1.43300      43.4786
      2.85300      43.2709
      1.76600      43.4783
      1.16000      44.4586
      1.50000      43.2414
      1.66300      44.1266
      1.47000      43.7639
     0.334000      41.1218
     0.504000      42.3388
      2.52000      43.8626
      1.02900      43.7601
      1.10600      43.5364
      2.43000      43.3828
      1.63000      42.7582
      1.42400      42.6933
      1.23400      42.3858
     0.481000      43.1246
      2.65500      42.6777
      1.15000      43.8756
      2.07800      43.5510
      1.63800      42.5129
      2.21400      43.8223
      1.66200      43.5149
     0.908000      42.3160
     0.835000      43.3308
     0.926000      42.6944
      1.24200      42.8662
     0.967000      43.1797
      1.51300      42.7568
     0.893000      41.8460
      1.26600      43.1798
      2.64900      43.2835
     0.967000      42.6219
      1.96500      42.8738
      3.34300      43.7131
      3.09800      43.8979
      1.06600      42.6000
      1.04200      42.9716
      1.17100      43.6412
     0.775000      43.1272
      2.73500      42.7857
     0.133000      40.7754
     0.851000      43.8277
      1.03100      44.3683
      2.73100      43.0739
     0.972000      43.0583
      1.59900      42.9636
      1.14700      43.0539
      2.54600      43.4630
      1.52400      43.2829
     0.813000      42.8682
      1.97100      43.4697
     0.776000      42.1338
      1.04000      42.7367
      1.43700      43.0040
      1.23400      42.3617
      2.04800      43.2651
      1.51800      43.0740
     0.893000      42.5932
      1.61700      43.6614
     0.976000      41.7520
     0.748000      42.0784
      1.33800      42.8765
      2.20300      43.7470
      2.96800      43.5002
      1.66800      43.1152
      1.13000      42.7951
      1.71000      43.9229
     0.623000      41.9254
     0.815000      43.1398
      1.81300      42.9033
      1.58700      43.3939
      3.24400      44.2283
      1.53100      43.0785
      1.75800      42.9904
      2.40800      44.0110
      1.47500      42.8657
      1.63200      43.0734
      1.23300      42.5168
      1.42600      43.1930
      1.28500      44.0218
      2.00600      43.5114
      1.31600      43.0515
     0.742000      42.3029
      1.34000      42.3628
     0.643000      42.3231
      1.54300      43.2048
     0.886000      42.9949
      1.24700      43.4241
      2.90000      43.4398
     0.720000      42.5067
     0.626000      41.8095
      1.77900      43.3871
      1.64900      43.1360
     0.684000      42.5893
      1.81800      43.9241
      3.28600      43.6951
      1.71600      43.4713
      1.16000      44.0845
     0.948000      42.6401
      1.14600      42.8082
      1.10800      44.0045
      1.14300      42.9927
     0.669000      42.3283
      2.85300      43.7106
      2.73500      43.9404
      1.09800      43.0726
      2.25100      43.4634
      1.04900      42.5271
      2.27500      43.7825
     0.893000      43.0817
      1.66400      42.6786
      1.36100      43.8922
     0.736000      42.8806
      1.90200      43.4887
      1.59500      43.2520
      1.77200      43.2236
     0.236000      40.7168
      1.00000      42.4706
      1.62000      43.0056
      1.40500      43.4815
      2.82800      43.6455
     0.723000      41.8362
      1.91300      43.2921
     0.957000      43.1699
      1.26300      43.3294
      2.02800      43.3211
     0.833000      42.8980
     0.832000      42.1932
     0.973000      43.0085
      2.90200      43.4557
      1.12400      42.2865
      1.23400      42.4144
      1.42700      42.7769
      1.96200      42.9674
      2.31400      43.6154
      2.23400      43.5330
      2.25300      43.4582
      1.73400      43.1008
     0.186000      41.1153
      2.92100      44.0009
     0.972000      43.0896
      1.49200      43.0550
      1.54100      43.9163
     0.425000      42.0586
      2.46000      43.6388
      1.26100      42.4763
      1.88300      43.4401
      2.32300      44.3640
      1.40600      42.4438
      3.32000      43.9393
     0.743000      42.1369
      1.01000      42.8099
      1.91000      43.2474
      1.16000      42.3531
     0.899000      43.2985
      1.49800      42.5890
      1.42500      42.7878
      1.26400      42.5969
      2.18000      43.0411
      1.52700      44.0629
      1.43000      42.4389
      1.44100      43.3837
     0.811000      43.2441
     0.326000      42.0557
      1.65000      42.6268
     0.673000      41.4519
      1.41400      43.8449
     0.930000      42.4251
     0.465000      42.0026
     0.556000      42.4498
      1.79300      43.5746
      1.40500      43.1117
     0.702000      42.1392
      1.06900      42.6871
     0.518000      42.9959
      1.10100      42.9079
     0.977000      43.4201
      2.04600      43.5247
     0.865000      42.7177
      1.23100      43.8260
      1.08900      43.7506
      1.59200      44.5021
     0.369000      42.8753
      1.94700      43.5494
      1.31200      42.8030
     0.622000      42.8586
     0.519000      42.4394
     0.878000      42.6332
      1.22200      42.7168
      1.72200      43.6782
      2.00600      43.0494
     0.248000      42.1172
     0.646000      42.5866
     0.585000      42.2095
      3.17600      43.7877
      1.12700      43.2247
      2.20400      43.7533
      1.57300      42.9836
      1.27100      42.8132
     0.415000      41.3991
      1.24600      44.1787
      1.76200      43.4262
     0.696000      42.0006
      2.19300      43.3055
      1.24000      43.0510
     0.885000      43.5751
      1.59300      44.0202
     0.627000      43.6030
     0.586000      42.4183
     0.579000      42.8144
      1.39500      42.5000
      1.51300      44.2578
     0.445000      42.2819
      1.44500      42.5040
     0.680000      42.7812
     0.834000      42.2362
     0.748000      42.2116
     0.755000      42.2164
      1.26300      42.7865
      1.11100      42.2767
      1.50600      44.3033
      1.41900      42.6303
     0.782000      42.2095
     0.301000      41.4889
      1.19000      42.7397
     0.796000      42.0629
      1.59900      43.4640
      2.90200      43.3021
     0.936000      42.0659
      1.76200      42.9887
      1.82700      43.2604
     0.424000      41.5965
      1.26800      42.9548
      1.33900      43.2712
      1.51800      43.7013
     0.979000      43.2561
     0.926000      43.8339
      2.20600      43.9488
      1.15800      42.1788
      1.23400      43.7193
     0.979000      43.4469
      1.80400      44.4147
      1.26900      42.7753
      2.14600      43.5266
      2.84500      43.7801
      1.65700      43.3052
      2.59200      44.3035
      2.31900      43.1017
      1.38800      42.8060
      3.49700      44.0136
      1.47000      43.7955
      1.20400      43.6746
      1.56100      43.9023
     0.558000      42.6936
     0.948000      43.1999
     0.559000      42.7505
     0.582000      43.6653
      1.47000      44.9783
      1.75800      43.4742
      1.21400      43.7343
      1.02400      42.4766
      1.43000      43.2868
      1.09900      43.7167
     0.848000      42.1025
     0.607000      42.5013
     0.665000      43.0919
      1.94100      44.0002
      1.20800      43.1516
     0.103000      41.5367
      3.64100      43.8326
      1.15200      42.6482
      1.63300      43.6507
     0.587000      42.4890
     0.468000      42.0740
      1.17600      42.1974
      1.19800      42.7333
     0.741000      43.5574
      1.18100      42.6144
      2.04900      43.5427
      1.03100      43.1616
     0.518000      43.7269
     0.583000      42.7020
      1.69200      43.8249
     0.813000      42.9708
      1.23600      42.2051
      1.27300      43.1432
      1.79000      43.8251
     0.864000      42.8661
      1.46400      42.6728
     0.668000      43.0469
     0.269000      42.7762
      2.18700      42.9221
      2.49700      44.7337
      1.31700      43.9534
     0.372000      42.3323
      1.17500      43.3086
     0.681000      42.5423
      1.30800      42.8785
     0.694000      42.2136
     0.690000      42.1746
      1.27400      43.1244
      1.75700      43.9978
      1.05100      43.8644
      1.12900      42.9769
      2.38900      44.1262
      1.10900      42.2750
      2.77200      43.7556
      1.65900      42.9382
      2.57700      43.7931
      1.27800      43.4152
      2.98700      43.7858
      2.70200      43.1191
      1.82200      43.8361
      2.48000      43.7258
      1.39900      43.8766
      1.09400      42.3807
      3.46000      43.5064
      1.60900      42.7978
     0.447000      42.2572
      1.12400      43.0551
     0.309000      40.8653
      1.44900      43.0116
      3.56700      43.8619
      1.50100      43.1620
      1.25100      42.8483
      1.26000      43.5193
     0.971000      43.5366
     0.771000      42.6041
      1.74600      43.0599
     0.914000      42.9421
      1.75400      43.8101
      1.20300      42.4894
      2.58400      43.1365
     0.969000      43.4373
      1.41600      43.4045
      1.53500      43.4269
      1.33800      43.5107
     0.858000      43.1495
     0.638000      42.4937
      1.47400      43.2761
      2.34100      43.3503
      1.42900      44.0985
      1.59700      43.8504
      1.58800      43.2574
      1.69700      42.7050
      2.01400      42.5395
     0.422000      42.1346
      1.78600      42.8988
     0.537000      42.4364
      1.78400      43.9709
     0.309000      41.6522
      2.61500      43.6844
     0.904000      42.7766
      3.15100      43.8997
      1.09000      43.3684
     0.886000      42.8724
      1.52300      42.6127
      1.10800      43.0955
      1.17500      45.2720
     0.822000      42.2934
      1.14100      44.4667
      1.94800      43.5964
     0.573000      42.7803
      1.47200      45.2632
      1.28300      42.8011
      1.06700      44.1760
    0.0540000      40.4013
     0.915000      43.4933
      1.98000      43.4388
      2.24500      43.7470
     0.927000      42.6589
     0.957000      42.7592
     0.982000      42.5394
      3.64900      43.8924
      1.09200      43.0335
      1.09000      42.6140
      1.92300      43.1728
     0.731000      42.8185
     0.982000      42.3880
     0.949000      42.6006
      3.74800      43.7621
     0.166000      40.6771
      1.45700      42.7527
      2.89900      43.6445
     0.978000      42.6395
    0.0440000      40.4237
     0.967000      42.7271
      2.10500      43.1587
     0.177000      40.8335
      1.95200      43.7344
      1.96400      44.1783
      1.06700      42.7701
      2.00700      43.8335
      1.37200      42.6679
      2.38000      43.6960
      1.41400      43.5022
     0.854000      43.3842
      2.08400      43.4817
     0.594000      42.2858
     0.315000      41.7422
     0.659000      42.7246
      2.34600      43.2801
     0.317000      42.1937
      3.30300      43.5262
      1.04100      43.1202
      1.28400      42.8306
     0.741000      42.0330
      2.07900      44.0116
      2.64100      43.2223
     0.273000      41.4690
      2.80600      43.8840
      1.44700      43.1998
     0.921000      42.6728
      2.48900      43.3383
     0.349000      41.5365
      1.54500      44.0802
      1.49300      42.9488
      1.74800      43.6393
      1.76200      42.9761
      2.02200      43.6376
      1.16700      43.0937
      1.17300      43.0748
     0.956000      42.0401
      1.16100      43.6332
     0.345000      41.3734
      1.98000      43.2652
      2.58200      43.1266
      2.40200      43.9250
      2.05900      43.2580
      2.41900      42.8855
      1.07100      42.7579
     0.958000      42.0248
      2.62400      43.1826
     0.662000      41.8706
      1.46500      43.6436
      1.00600      43.4331
      1.97700      43.2602
      2.14100      43.7022
      1.99000      42.7345
     0.502000      41.4723
      1.57400      42.8444
     0.867000      42.3033
      1.16400      43.9598
     0.961000      43.0358
      2.02400      43.6768
      2.00600      43.6478
     0.947000      42.2803
      2.65700      44.2387
      2.44400      43.7616
     0.303000      41.3860
     0.324000      41.0547
      2.53600      43.9578
     0.735000      44.1308
      1.94900      43.3023
      2.22000      43.6883
      2.25000      43.4600
      1.09100      42.2260
      1.23600      43.0010
     0.845000      42.9727
      1.12200      42.3297
      4.12200      44.4268
      1.42800      43.3192
     0.345000      43.3682
      1.16800      43.0213
     0.693000      43.4751
      1.85800      43.8274
     0.690000      43.4180
      1.95400      43.5225
     0.950000      43.6086
      1.47000      42.9262
     0.419000      42.3397
      2.02500      43.3702
      1.60300      43.8990
    0.0920000      40.5072
     0.849000      42.7875
      1.74400      42.7325
     0.471000      42.1412
     0.387000      41.4962
      2.20700      43.6019
     0.936000      42.9371
      1.07200      43.1081
      3.24600      43.7559
     0.899000      42.3133
      1.17800      43.4789
      1.94300      42.9112
      1.01200      42.1722
      1.28200      42.5757
     0.509000      41.7554
     0.760000      42.4736
    0.0490000      39.6253
     0.267000      41.1021
      1.13800      42.8629
      1.25800      43.0731
      1.60700      42.6422
      1.97700      42.8998
     0.437000      41.4236
      1.91100      42.9824
      1.25600      42.2833
      1.46000      42.6909
      2.70100      43.3512
      1.27400      42.7159
      1.96600      42.7583
      2.56600      43.4214
      1.24300      42.5236
     0.801000      42.1652
      3.07600      43.6090
      2.98200      43.3968
     0.618000      42.0553
     0.121000      40.2699
      1.64800      42.8033
     0.654000      41.9186
     0.904000      42.3592
      1.74900      43.2820
     0.355000      41.0882
     0.878000      42.2873
      1.01300      42.6691
      3.29200      43.5391
      1.98000      43.1123
      1.52600      42.6320
     0.965000      42.0656
     0.865000      42.5535
      1.46000      42.7072
     0.366000      41.4509
      1.44800      42.6589
      2.03100      43.7231
     0.161000      40.6783
     0.876000      42.2427
      2.04400      43.0203
      2.77000      43.5577
      1.77200      42.9734
      4.44500      44.1251
      1.41100      42.6675
      1.33600      42.1458
      2.00500      42.9445
      1.93000      43.3860
      1.22800      42.8011
      1.35500      43.2628
     0.835000      41.8338
     0.105000      40.1562
     0.609000      42.0305
      2.23500      43.2622
      1.39000      42.6357
      1.04800      42.7180
     0.361000      41.6959
      1.10800      42.3264
      2.79200      43.3796
      1.44600      42.4969
      2.63600      43.2333
      2.44100      43.2288
      1.76400      43.0278
     0.351000      41.7239
      2.31300      43.3522
     0.302000      41.7161
      1.69000      42.5871
      3.35500      44.2948
      1.71700      43.0714
      2.62100      43.2034
      1.25800      42.9046
     0.968000      42.5786
      1.38500      42.3444
      2.32900      43.4007
      1.48700      42.6011
     0.123000      40.7784
      3.14600      43.2794
      2.04800      42.9166
      1.97900      42.9090
      1.25200      42.7827
      2.54900      43.2534
      1.99400      42.8929
     0.896000      42.4979
      1.32900      42.8050
     0.725000      42.0007
      2.00000      43.0641
     0.597000      42.1674
      1.01900      43.0249
      1.41100      42.8844
      1.56000      43.1593
      1.02300      42.4158
      1.83700      42.9971
      2.73700      43.8107
     0.655000      42.0695
      1.38000      42.7972
      1.20200      42.5924
      1.26000      42.5737
     0.990000      42.2095
      1.35100      42.7389
      1.43900      42.2244
     0.592000      41.9694
     0.103000      40.7162
     0.887000      42.0522
     0.758000      42.1188
    0.0940000      40.3633
      2.65200      43.8214
      2.14700      43.2746
     0.924000      42.6587
     0.952000      42.6106
      1.25600      43.0423
     0.529000      42.5091
      2.53000      43.3701
      1.25900      42.3867
     0.614000      41.9792
      1.71500      43.1509
      1.37000      42.7434
      2.69800      43.1794
      3.12800      43.3330
      2.02000      43.0426
     0.855000      42.3985
      1.57000      42.8998
     0.959000      42.6636
     0.500000      42.9734
     0.926000      42.2562
     0.844000      43.1648
      3.03200      43.5417
     0.431000      41.7772
      1.03000      42.0546
     0.797000      41.8706
      1.40700      42.6904
      1.06500      42.7397
      1.51500      42.5856
      1.09800      42.7515
     0.826000      42.8404
    0.0290000      39.8037
      3.20600      43.8304
     0.950000      42.9917
     0.729000      42.7846
      1.19900      42.4939
      1.70200      43.0025
     0.773000      42.0785
      2.09500      43.2734
      2.22500      43.0605
     0.125000      41.6049
      2.23400      44.0092
     0.126000      41.0502
      3.54800      43.6916
      1.70300      43.2790
      1.91600      43.0902
    0.0400000      39.6303
     0.649000      42.0723
     0.218000      40.7404
      1.33500      42.6421
      1.04600      42.9949
     0.867000      42.6213
      3.17300      43.8165
     0.908000      42.0193
      3.68600      43.9092
      3.66200      43.7347
     0.997000      42.4597
     0.833000      42.0502
     0.965000      42.2801
      2.86100      43.3629
     0.348000      42.0258
      2.33500      43.3724
     0.943000      42.2719
     0.924000      42.4266
     0.735000      41.9904
     0.953000      42.5639
     0.824000      42.1611
     0.955000      42.1305
     0.959000      42.3486
      4.17100      43.5537
      1.54000      43.1695
      1.62600      42.7560
     0.989000      42.3524
     0.946000      42.3541
      3.11800      43.2245
     0.831000      42.1326
      1.14100      42.8328
     0.757000      41.9913
      1.76600      42.8755
     0.961000      42.4130
      1.70100      43.1607
      2.01700      42.7729
      2.32400      43.3563
     0.255000      40.8462
      1.56500      42.4561
     0.438000      41.4657
     0.918000      42.4657
      2.58800      43.1278
     0.155000      40.7847
      2.78900      43.5014
      1.36000      42.8716
      2.50000      43.2548
      1.30200      43.5328
      1.78200      43.2125
      4.04400      43.4801
     0.852000      42.0791
      1.17400      42.6170
      3.33800      44.2080
     0.942000      42.9086
      3.36700      44.4048
     0.493000      42.3504
      2.59000      43.5940
      2.93000      44.0655
     0.340000      41.7659
      3.10100      43.3386
      1.83700      43.1486
      1.24200      43.0591
      1.67700      42.6616
      1.30600      42.8503
     0.857000      42.2212
      1.63300      43.2538
     0.737000      42.4015
      1.16900      43.0136
     0.904000      42.3216
      1.57500      42.9139
      1.81400      43.0342
      2.79800      43.6207
      2.58400      43.8676
      1.59900      42.8044
     0.371000      41.7483
      2.40700      43.2196
     0.980000      42.5039
     0.343000      41.4381
      1.88100      43.9320
      1.68400      43.6674
     0.643000      42.7106
      2.07200      43.6841
     0.101000      40.7770
     0.949000      42.2325
      3.08400      43.1815
      1.23000      42.7499
      1.58100      42.7555
      1.03300      42.2250
      2.18200      42.6538
      1.37700      42.9683
     0.665000      42.6505
      2.12200      42.8766
      1.64100      42.9977
      1.44700      43.1796
      1.21900      43.1969
      1.77700      43.4549
     0.916000      42.8576
     0.586000      42.2542
     0.591000      42.5522
      1.87000      43.1995
      2.40300      43.0524
      1.09300      42.4294
     0.779000      42.2900
      1.92600      42.9655
    0.0400000      39.3855
     0.127000      40.7020
      2.27800      44.0005
      1.53500      43.0178
     0.526000      42.1593
      1.25000      43.1883
      1.62700      42.6857
      2.69300      43.7868
     0.570000      42.0229
      1.09400      42.7377
     0.212000      41.0977
      1.03900      42.6373
     0.838000      42.5946
     0.581000      42.1450
      2.24200      42.9713
     0.795000      42.8510
     0.740000      41.9065
      1.94000      42.8563
     0.664000      41.7377
      1.73100      42.9392
      1.43400      42.8879
      2.86000      43.6096
      2.62500      43.1736
      2.60100      43.4175
      3.29700      43.5125
     0.738000      42.3370
      1.63300      42.6271
      2.57700      42.6521
    0.0920000      40.0854
      1.95300      42.5682
     0.623000      42.1323
      1.82100      42.7167
      1.72900      42.9299
     0.386000      41.4906
     0.360000      41.1210
     0.222000      41.2501
      2.00300      44.0695
      3.25300      43.4660
      4.18200      43.6234
     0.755000      42.7654
     0.775000      42.2296
     0.565000      41.7925
      1.78600      43.1026
      1.15100      42.0419
      2.31400      43.2257
      3.43900      43.4048
     0.935000      42.4629
     0.427000      41.3148
      1.92900      43.4083
      2.00500      43.4938
     0.979000      43.0452
     0.728000      41.7189
      1.51200      42.6117
      2.26400      43.0653
     0.979000      43.4919
     0.295000      41.1326
     0.592000      42.2386
      1.52200      42.2878
      1.74100      42.9192
      1.40000      43.0877
      3.41900      43.6364
     0.901000      42.8597
      2.60800      43.7169
     0.275000      41.7624
     0.145000      40.4222
     0.776000      42.2793
      1.33100      42.5972
      1.56000      43.6484
      2.62700      43.4705
    0.0760000      39.8822
      6.06200      44.0682
      3.06000      43.5464
      3.18700      43.3033
      1.42700      42.5198
     0.680000      42.0543
      1.52700      42.9976
      1.40800      43.1136
      2.78000      43.0294
      2.05700      43.3721
     0.745000      42.4182
      2.28400      42.7463
      2.42600      43.2749
     0.249000      41.6357
      2.07600      42.8407
      1.05800      42.9858
      1.63400      43.1870
      1.44000      42.7357
    0.0320000      39.5287
      1.42500      42.2155
      2.46300      43.0297
      1.25300      42.6610
      2.42400      43.4050
      1.10000      42.1770
      1.67700      43.5086
      1.73100      43.0557
      1.50000      42.8660
     0.106000      40.7511
      1.84200      42.9541
      3.56700      43.4596
      2.55600      43.5913
     0.228000      41.2023
      1.29300      42.9815
     0.807000      42.7018
     0.542000      41.8927
      1.99300      42.9778
      2.55200      43.5015
      1.44300      42.4688
      2.21800      42.9646
      3.04600      43.2941
      1.21500      42.5281
     0.376000      43.1659
     0.539000      42.3329
     0.370000      41.4847
      1.23900      42.4803
      1.98100      43.2471
      1.91900      43.4966
      3.20000      43.8865
      1.25900      42.5524
      2.01600      43.3809
      2.66300      43.6489
      2.29500      43.1289
     0.368000      41.3321
      1.51900      42.7870
      2.03400      44.1167
     0.858000      42.7638
      1.87700      43.9180
      2.43100      43.0545
     0.175000      40.5703
      1.42200      43.3481
      1.98200      43.8477
      1.59500      42.6883
      1.36000      42.8226
     0.817000      43.1508
     0.664000      43.6864
     0.218000      41.4676
      1.14300      43.1579
      1.65700      42.8002
      1.62200      42.8740
      1.62700      42.0269
      2.71000      43.1500
     0.836000      42.3094
     0.189000      40.3469
     0.432000      41.7554
     0.881000      42.0338
     0.221000      40.4763
      1.19600      42.4893
      3.22200      43.2278
     0.882000      43.2043
      1.03100      42.3275
      1.44000      42.7306
      1.63000      42.4007
      2.51000      43.2000
     0.723000      42.0304
      2.04500      43.0534
     0.886000      42.3278
     0.657000      43.7439
      2.06300      43.1814
      2.09000      43.0039
      1.43700      42.8378
      2.14900      43.1959
      1.51900      42.6902
     0.117000      40.6944
      1.91100      42.8302
     0.387000      41.6623
      2.10700      43.0670
    0.0990000      40.6327
      3.07800      43.4176
      1.99800      42.8214
      1.24000      43.1357
      1.26800      42.6595
    0.0980000      40.4051
      1.99400      43.7211
      2.27800      43.6212
      1.98700      43.6470
      2.20700      43.2988
     0.671000      41.8577
      1.17600      42.0658
      1.82400      43.2268
      3.13800      43.0687
      3.46500      43.5701
      1.41900      42.6797
      2.27500      43.4419
      3.30600      43.2844
      1.24900      42.3440
    0.0700000      39.4323
      1.84200      42.8359
      2.04400      42.8086
      2.05000      44.1311
      2.48300      42.9056
      2.44300      42.9724
      1.13100      42.3955
      1.42400      42.6623
     0.638000      41.8758
      1.09200      42.3081
      2.65000      43.2813
      1.53400      42.8975
      2.45300      43.1794
      2.37600      43.3225
     0.619000      42.5428
      3.40500      43.9082
      1.22200      42.8155
      2.02900      42.9161
      1.10700      42.3779
      1.74700      42.8501
      1.20600      42.7645
     0.372000      42.0567
     0.667000      42.6947
      2.74800      43.4052
      1.60800      42.7817
      2.27600      44.1952
      1.56600      43.0958
      1.98100      43.7366
     0.602000      42.6912
     0.947000      42.1600
      1.76000      42.8328
      1.75000      42.7755
      3.12400      43.4586
      2.66600      43.9960
     0.746000      42.2998
      2.45900      43.4134
     0.707000      42.0692
      1.37200      42.9035
      2.07400      43.5888
     0.904000      43.1314
      2.95200      43.2802
     0.346000      42.4340
      2.94800      43.8261
      1.21700      42.8834
     0.945000      42.5279
     0.561000      41.6879
     0.738000      42.5558
      1.84200      42.8880
      1.83600      43.1183
      6.56400      44.2501
      1.15700      42.7136
      1.03000      43.8053
      2.73200      43.7386
      2.98800      43.6734
     0.854000      43.8107
      2.67200      43.0497
      2.38600      43.1506
      1.78000      43.3963
      3.09900      43.3079
      1.48800      43.1246
     0.661000      42.0409
      1.11000      42.6872
      1.81800      43.1781
      1.30700      42.6693
      1.51900      43.4567
      1.73400      43.5238
      1.26000      42.5278
     0.343000      41.1393
      2.77900      44.5187
     0.921000      42.0931
      1.61700      42.5434
      2.64800      43.2863
      1.55100      42.6549
     0.219000      40.7529
     0.519000      43.7777
      1.10200      42.2955
      2.94500      43.2083
     0.481000      41.9253
      3.33900      43.7300
     0.119000      40.3461
     0.795000      41.8785
      1.58500      43.0726
     0.425000      41.5963
      1.97400      43.4799
      1.12400      42.3813
      2.62800      43.4065
    0.0820000      40.1652
     0.482000      41.4312
      1.59300      43.0842
      1.63300      43.4510
      1.90400      43.6775
      1.79000      42.9129
     0.695000      43.3053
      1.86400      43.0621
      2.66800      44.2007
      1.20500      42.9075
      2.13000      43.8394
      2.75400      44.3236
     0.922000      43.0046
      1.22800      43.2584
     0.743000      42.1375
      2.05200      43.7846
     0.884000      42.9778
      2.03000      43.7947
      1.01600      42.2748
     0.933000      42.7427
     0.216000      42.1826
      1.12600      42.9430
      1.26600      43.4003
      2.00400      42.6908
      1.28500      42.5506
      1.19700      43.2414
      1.91200      43.3163
     0.215000      41.5230
      2.38700      43.4963
      1.51900      43.5145
    0.0290000      38.9338
      1.95700      43.4788
     0.728000      43.0139
      1.11500      42.7793
      1.06800      42.6147
      2.24100      43.2783
      2.09700      43.5692
      1.58000      43.6375
      2.16200      43.9738
     0.501000      42.9862
     0.807000      42.9595
      1.30800      43.2202
      1.25800      42.3620
      1.20900      43.7460
      1.78600      43.3167
      2.27600      43.3806
      1.50000      43.4675
      1.48100      43.2609
      2.28500      43.4227
      1.07100      42.8699
      2.41400      43.7420
      1.11000      42.3234
      1.46800      43.5427
      1.52700      43.2724
      1.33300      42.6067
      1.88200      43.4568
      1.56500      42.9646
      1.32600      43.0019
      1.65500      43.5853
     0.905000      42.5266
      2.83100      43.5464
      2.64200      43.3565
      1.01000      42.7092
     0.766000      44.0435
      2.35100      43.2960
      1.57900      43.5474
      1.81000      43.6981
      2.64800      44.5118
      1.01100      43.0267
      2.27700      43.8223
     0.307000      41.5792
     0.934000      41.9728
     0.728000      42.6745
      2.83400      44.2157
      1.85600      43.9851
      1.04100      44.1706
     0.609000      42.4179
     0.812000      43.5394
      1.13000      43.0130
