# z         Log L_0.5-2keV
      3.05528      44.6954
      3.28705      45.6133
     0.109619      41.5558
     0.264922      42.9056
      2.16450      44.3721
      1.39950      44.0596
     0.266173      42.9377
     0.663568      43.7389
     0.194560      42.0583
     0.417968      42.6582
     0.347859      42.8011
      2.12767      44.1056
     0.429129      43.0550
     0.368468      43.3871
      1.45000      44.1818
      2.01000      44.4407
      2.01402      44.8593
      1.58266      44.4068
      1.72000      44.2076
     0.198093      42.0045
      1.12210      44.3943
      1.02000      43.8811
      1.58990      44.5320
      1.35155      43.8646
      1.19000      44.1861
      2.02981      44.5361
      2.23583      44.9352
      1.59000      44.2257
     0.960000      43.3474
      2.08300      44.1863
      1.48498      44.7618
     0.536450      43.3589
      1.55000      44.1744
     0.277086      42.6300
      1.44718      44.2496
      1.79750      44.1960
     0.548457      43.8967
      1.83943      44.4252
      3.05000      44.5634
      2.06975      44.5084
     0.734514      44.0252
     0.415240      42.6243
      2.15959      44.6196
      1.93000      44.2725
      2.16908      44.2714
     0.607967      43.6134
      2.23564      44.4696
     0.495000      42.9218
      2.52810      44.4633
      1.19048      43.4729
     0.289311      42.5157
      1.42000      43.8358
      1.34193      44.0578
      1.16214      43.3619
      1.39710      43.7606
    0.0523819      40.1079
     0.130000      42.4280
    0.0522588      40.6084
      2.02490      44.1780
     0.553443      43.5467
      1.88474      44.3565
      2.37782      44.6537
     0.607800      43.2345
     0.230000      41.6423
      2.57663      44.5642
      3.43000      44.9076
     0.234181      41.4412
      1.47583      44.3358
     0.654643      43.3614
     0.530000      43.0593
      1.77000      44.1775
      2.65407      44.1780
     0.180000      42.0025
     0.136696      41.7037
     0.134415      41.4468
     0.563071      43.2562
      1.98560      44.2590
     0.710171      43.0832
     0.855800      43.5578
     0.795931      43.5943
     0.470647      43.4537
      2.44987      44.2064
      1.30420      43.9679
      1.53646      44.3221
      2.01579      44.9111
      1.22700      44.0104
     0.725690      43.3562
      2.45421      44.6600
    0.0821146      40.9060
      1.87856      43.9684
      1.54915      44.3225
     0.839705      44.0027
     0.320719      44.0675
     0.504515      43.6011
      1.23540      44.1645
    0.0297940      41.7721
     0.260942      42.6482
     0.643407      43.6619
     0.712709      43.9450
      1.90453      44.8800
      1.35116      44.2668
      2.04697      44.4413
      1.46041      44.0556
      1.38046      44.1196
     0.267978      41.8862
      1.13446      44.2363
     0.834979      43.4390
      2.12000      44.1727
      2.40186      44.3689
     0.792674      43.9716
     0.463707      43.3240
      1.38000      43.9999
      2.82405      44.6197
     0.399416      42.7954
      1.10392      43.9078
     0.185855      41.8318
     0.197681      42.4580
    0.0225090      40.5471
     0.398128      42.9034
    0.0220322      39.7412
     0.191572      42.3838
     0.985196      43.3660
     0.603537      43.1756
      1.04289      44.5976
     0.266289      41.7896
      1.47444      44.6552
     0.455362      43.6734
      1.23840      44.1122
      1.32313      44.7930
     0.754143      43.6279
      2.41143      44.2677
      2.79862      44.4567
     0.717700      43.2843
      2.15901      44.8525
    0.0758070      41.0920
      1.83455      44.8318
     0.110152      41.2035
      1.99482      44.7875
      1.61326      44.6869
      1.31830      44.0565
     0.440924      43.2805
     0.614701      43.8845
      1.65321      44.8667
     0.605019      43.7057
      2.31989      44.2862
      1.11440      44.4434
     0.869602      44.0524
      1.12880      44.2768
      1.01967      43.9361
     0.334187      42.7838
     0.305962      41.9231
      1.30596      43.6715
      1.33304      44.2134
      3.14797      44.5026
     0.574826      43.5311
     0.213709      41.4403
     0.396808      43.8689
      2.85907      44.2844
      2.67135      44.5989
    0.0709714      40.3516
      2.74047      44.8643
      1.73252      44.7882
      2.26446      44.8422
     0.148662      42.2700
     0.152895      42.9270
    0.0736456      41.6445
    0.0736456      40.8797
      1.65376      44.3157
      2.93900      44.3348
      1.50517      44.0465
      1.51400      43.6729
     0.691000      43.0852
      2.64728      44.2259
      3.61795      45.1088
      2.92581      44.2862
     0.423604      41.8735
      1.45237      44.0779
     0.440832      41.8463
      1.53242      44.2383
      1.05263      43.6433
      1.76439      44.4530
      1.85299      44.3447
      4.30140      44.9909
     0.646612      44.2939
      1.70330      44.3044
     0.781773      44.1318
     0.942361      44.6884
     0.942361      44.6884
      2.54642      44.4571
      1.72171      45.3251
     0.564903      44.0431
      1.64334      44.5846
      1.51396      44.1943
      1.31304      44.5438
      1.62734      45.0695
     0.327942      42.5101
      1.63411      44.2402
     0.339078      43.1981
     0.699349      43.3472
     0.601374      43.7202
     0.408514      43.5111
      2.28348      44.7526
      2.18021      44.7155
     0.256231      42.4950
      1.85784      44.7412
      1.64587      44.4458
     0.220684      42.5844
      2.37992      44.7474
     0.865393      44.2172
    0.0232497      40.9080
      1.35559      45.0075
      1.43728      44.6376
     0.283867      42.4609
     0.728406      44.4993
      1.57411      44.4257
      1.09224      44.5956
     0.828221      43.7593
      1.41136      44.0601
      2.31796      44.8720
     0.564539      43.3789
      2.47679      44.9479
     0.230023      42.9721
     0.599034      43.3360
     0.182945      41.5970
      1.50637      43.5121
     0.383317      42.5121
      1.44986      44.1562
      2.48369      44.5963
      1.56780      45.0527
      2.20261      45.4477
      1.39245      44.3134
      1.67520      44.7996
      1.11377      43.9225
     0.342836      43.1062
      1.99603      44.4422
     0.194339      42.7109
      1.69947      44.3784
    0.0139339      40.0799
     0.352339      42.6791
     0.790650      43.8847
      1.13096      44.6255
      1.63278      43.7889
     0.739927      43.6158
      2.18826      44.6082
      2.01421      44.3806
     0.691368      43.3423
      2.49280      44.3215
    0.0452573      41.0957
      1.02150      44.1399
      2.35098      44.2556
      1.05000      43.4239
      1.70000      44.0375
     0.407401      43.1358
     0.597599      42.8485
      1.26070      44.0501
     0.649659      42.9708
     0.384549      43.0846
      1.57023      44.2430
      2.13685      43.9992
     0.825568      42.9879
      2.35098      44.4119
      2.60445      45.1979
     0.313821      42.7440
      1.70020      44.7883
     0.278819      43.6078
      2.15081      44.5001
      1.15940      44.0766
      1.39892      44.4216
     0.312039      42.8717
      1.59089      44.7933
      1.60709      44.5466
     0.409940      42.8431
     0.556925      43.2084
      1.47619      44.4981
      1.14711      44.2252
      2.24176      44.3153
     0.417105      42.5202
     0.372771      42.6737
     0.423375      43.2067
     0.985413      43.9951
      1.10980      44.0836
     0.658659      44.0961
      1.48139      44.4908
     0.163716      42.2078
     0.583186      43.4632
     0.446652      43.7510
      1.63711      44.7031
      1.42222      44.3743
     0.364337      42.9156
      2.39448      44.9431
     0.372014      42.9027
     0.369399      43.0502
     0.151704      43.0963
     0.623414      43.8385
      1.01401      44.0471
     0.719506      44.2967
     0.332597      43.5297
      1.04907      44.0858
      1.41214      44.2849
     0.557770      43.7578
     0.925766      44.1929
     0.925766      44.5470
      1.49875      44.4808
     0.458884      43.3682
     0.769062      43.6686
      1.66795      44.6004
      1.20799      44.4360
      1.20756      44.1663
      2.11481      44.2552
    0.0442639      40.3974
    0.0483501      40.2575
     0.944092      43.7228
     0.735258      43.5873
     0.298517      42.8206
     0.279595      42.5943
     0.473415      43.3958
     0.377627      43.1860
     0.506352      43.3826
      2.67582      44.6287
      2.19572      44.1510
      1.25708      44.2437
      1.03330      44.1381
     0.696264      43.8543
     0.917535      44.0530
     0.366844      43.2422
     0.347936      43.4182
      1.49114      45.0252
     0.411174      43.9982
      1.60682      44.6234
     0.277119      42.6786
     0.715889      43.5635
     0.450963      43.4805
      1.30765      44.6608
      1.71300      44.7274
     0.985619      43.8765
      1.40728      44.8450
      1.52453      44.6144
     0.580632      43.8030
      1.19980      44.1675
     0.513930      43.8162
     0.993940      44.2759
     0.122629      41.8399
     0.351938      43.2394
     0.185639      42.5951
     0.439061      43.3629
     0.704573      44.1904
      2.29959      44.2771
     0.418994      42.9799
      3.36640      44.1497
      1.48859      44.2984
      1.12320      43.6638
      2.30059      44.1913
      2.09167      44.4236
      2.16833      44.2601
      1.09216      44.4848
      1.24360      43.9712
     0.269763      43.0581
      1.36182      44.0299
     0.801842      43.7303
      1.51572      44.4995
      1.60934      44.2665
     0.430977      43.9765
     0.775332      43.1103
     0.150987      41.4729
     0.301077      41.6819
     0.118214      42.7985
     0.643486      43.5725
     0.917000      43.6815
      2.16090      44.6564
     0.360000      42.2374
      1.59560      44.1871
      1.36950      44.2408
      1.83260      44.0528
      1.04270      44.2132
     0.595790      42.8651
     0.430000      43.3054
      1.33000      44.3716
    0.0244400      41.0175
    0.0931695      41.2592
      1.82748      44.0908
     0.946990      43.9145
      1.73696      44.7300
     0.731418      43.8285
     0.771200      43.8781
      1.32550      44.2386
     0.478814      43.1923
      1.18240      44.2550
      1.22280      44.3996
     0.884435      44.1223
     0.347492      43.0108
      1.36810      44.2324
     0.883300      42.9281
     0.926600      43.5570
     0.612100      42.5237
      1.30900      44.0810
     0.350000      42.6393
      1.98730      44.6804
     0.985800      44.0317
     0.674800      44.1817
      1.78740      44.2037
      1.69040      44.5179
     0.963900      43.6505
     0.385000      42.5074
      1.33390      44.2710
      2.32570      44.4547
      2.18150      44.4331
      2.24080      45.2080
      1.05580      43.7568
     0.695400      43.4889
      1.02960      43.7718
      1.64150      43.8814
      2.78520      44.6770
      1.97580      44.0323
     0.653000      42.7498
      2.68680      45.5076
      2.01140      44.9573
     0.603700      42.9558
      1.81590      44.1521
      1.75130      44.6279
      2.53840      44.4105
      2.36330      44.6706
      1.81820      44.1497
      2.11570      45.3445
     0.720700      43.4284
      3.24580      44.9365
      1.42230      43.7187
      1.23060      43.4715
     0.394700      42.7375
     0.959700      43.2769
      1.97340      44.6127
      1.97520      44.0133
      1.09720      43.7545
      1.99040      44.0843
      1.99650      44.9254
      1.43840      44.6721
      2.76470      44.7043
      1.18660      43.9946
     0.722100      43.5511
      1.73170      44.3543
      2.08300      45.1961
      2.46150      44.5040
     0.768300      44.5171
     0.566900      43.0400
     0.392500      42.9907
      1.31710      43.7639
     0.719600      43.4209
      2.06380      44.8309
      1.06140      44.2816
      2.06430      44.5638
     0.395000      42.7856
      1.74980      44.4431
     0.626300      43.6431
     0.686900      43.0906
     0.618500      42.9115
      1.30810      44.1574
      2.00130      44.5118
      1.83320      44.1524
      2.01950      44.7775
      1.55860      44.0089
      2.15370      46.0108
      2.43670      44.4552
      2.66370      44.7435
      1.15560      43.7399
     0.441400      43.2228
      1.06670      43.6394
      2.86470      44.6439
      1.43890      43.8777
      4.03140      45.1355
      2.25030      45.1808
     0.750900      43.5473
      1.04350      43.7866
      1.81870      44.0049
     0.891200      43.4208
     0.956000      43.7000
      1.85090      44.1600
     0.367400      42.5232
      2.19540      44.7096
      1.63300      44.3051
      1.41810      44.4035
      2.31390      45.5640
      1.46300      44.1850
     0.900700      43.4692
      2.31670      44.5925
      2.18940      45.9112
      1.07720      43.8858
     0.695900      43.5746
     0.869000      43.3445
      1.21790      44.0694
      1.17530      43.7253
      1.43950      44.0346
     0.639000      43.3469
      1.18320      43.5579
      1.02620      44.2429
      1.91360      44.1041
     0.932000      44.3819
      2.85920      44.4563
      1.87860      44.2325
      1.27030      44.0220
     0.740300      44.5597
      1.45490      44.0133
     0.377300      42.5914
     0.647900      43.2485
      2.64900      44.7510
      1.59260      44.1291
     0.683400      43.5566
      1.14840      43.7896
      1.48930      44.1549
      1.81640      44.3512
     0.874500      44.0958
      2.57620      44.3358
      1.27000      43.6453
      1.48250      43.9738
      1.87830      44.5453
      1.88430      44.2180
      1.97830      44.6344
     0.663200      42.9426
     0.692700      43.3133
     0.544500      42.9909
      1.54840      44.3211
      1.30130      43.9751
      1.52940      43.9036
     0.755500      44.0444
      1.89220      44.0622
     0.388000      42.6034
      2.46470      44.7150
      1.82900      44.8434
     0.611000      42.9670
      4.46340      45.0064
      2.21900      44.2677
     0.661700      43.5645
      1.49980      43.7041
      1.23100      43.9587
     0.576400      42.8766
      1.04220      44.4136
     0.947600      43.8605
      2.51630      44.5678
     0.547100      43.3801
      1.23410      43.8577
      1.86980      44.7683
      1.95080      44.5280
     0.614800      43.4594
      3.27850      44.7778
      1.67580      44.5549
      1.45360      44.1905
      1.07210      44.1143
     0.583100      43.3250
      1.25400      44.6122
      1.27330      44.0328
      1.38910      44.1263
      2.11170      44.6964
      1.10200      44.3349
      1.02200      43.4866
     0.694600      43.1109
     0.126500      41.6803
      2.13770      44.4566
      2.57890      44.4496
      1.67520      44.0192
      2.19460      44.1920
      1.52450      44.3262
      2.84530      45.2128
      1.01010      43.6403
     0.669700      43.3841
      1.94730      44.1283
      1.27970      45.1567
      1.96260      44.7207
      1.83600      44.6567
      2.65590      44.6803
     0.881700      44.2955
      1.54820      44.4676
     0.991700      43.5552
      2.76110      44.5666
      2.35970      44.8295
     0.941600      43.9120
      1.03640      44.0877
      1.96320      44.2547
      1.30730      43.8119
     0.398700      43.2015
      1.05050      43.5480
     0.785800      43.2523
      2.40670      44.8615
      1.04310      43.9913
      1.88260      44.3792
      1.47120      44.3598
     0.865500      44.1166
      1.63880      44.2141
      1.62260      44.6381
      1.84710      44.2342
      1.24930      43.9682
      1.02330      43.3380
     0.243900      42.1592
      1.47510      44.0693
     0.797700      43.4702
     0.824200      43.4963
      1.52360      44.2896
      2.40070      45.0827
      1.25320      44.3851
     0.757400      43.6655
      1.07650      43.7078
      1.24170      44.1927
      1.77290      44.5198
      1.84330      44.3836
     0.867700      43.7408
      1.27760      43.9623
      1.04640      43.9568
      1.79720      44.2700
      1.03790      44.1916
      1.96120      44.4780
      1.00430      43.6950
      1.69020      43.9950
     0.610700      42.8127
     0.554000      44.2187
      1.34690      44.5536
     0.851600      43.3743
      1.52170      44.2792
      1.99310      44.8186
     0.721800      43.8002
     0.773800      43.6172
      1.81510      44.2428
      1.02780      43.5487
      1.62600      43.8999
      1.13010      43.8714
      2.93740      44.9817
      1.51370      43.9362
      1.22300      44.3547
      1.05670      44.1267
      1.47350      44.1733
      1.11640      43.9218
      1.27860      44.4614
      1.15700      43.6032
      3.19660      45.2518
     0.621100      43.1473
      1.21530      44.1568
     0.655300      43.9253
     0.757400      43.0618
      1.08750      43.5016
      1.79850      44.1539
      1.17550      44.3569
      1.59680      44.4189
     0.671600      43.7143
      3.31000      45.7505
     0.864900      43.3260
      3.20230      44.9344
      1.23700      43.9388
      2.14150      44.3814
      2.70940      45.0718
      1.12600      43.5093
      2.58570      44.5854
      1.04240      43.9321
      2.16330      45.0834
     0.502100      43.1347
      4.04050      45.0996
      1.96530      44.4531
      1.89760      44.5938
     0.619400      43.3013
     0.896000      43.5507
      2.07220      44.7113
      1.87140      44.2355
      1.59690      43.9756
      1.45270      43.8126
     0.686800      43.3955
      2.16560      44.5251
      1.29260      43.7636
     0.906700      44.0899
      1.87320      44.2468
     0.630000      43.6472
      2.16300      44.3077
      2.35090      44.2409
      1.90580      44.3177
      2.34910      44.3817
      1.81450      44.1423
      2.13720      44.3823
      1.52400      44.1522
      1.82510      44.4274
     0.770800      44.2426
      2.68510      44.9228
     0.686100      43.8483
     0.848700      43.6864
     0.833700      44.0055
     0.356100      42.6231
      1.44690      43.9152
     0.999600      43.8158
     0.674100      43.2374
      1.44630      43.8048
      1.00530      43.6765
      2.22850      45.6067
      2.74510      44.5188
      2.01470      44.5279
      2.18910      44.9202
      1.79660      44.2592
      2.15060      44.7574
     0.764800      43.5795
     0.500600      43.3836
     0.772900      43.5285
      2.41500      44.6506
      1.16100      43.7249
     0.915500      43.3213
      1.42080      43.8835
      1.25730      44.1710
      2.06440      44.2866
      1.24650      44.3441
      2.14590      44.3034
      2.19720      44.9746
      1.18460      44.3552
     0.214500      43.0983
      3.38860      44.8651
     0.986600      43.3498
      1.02790      43.3895
      1.07600      43.6029
      1.26740      43.8004
      1.57770      45.1253
      2.09940      44.2421
     0.893000      43.5391
      2.62120      44.3506
      1.25000      44.4268
      2.61350      44.6279
      1.59330      44.0242
      2.83230      44.5347
      1.84780      44.0822
      1.59820      43.9228
      1.26570      44.1985
      1.55700      44.4918
     0.677200      43.1180
      1.78480      44.6462
      1.06090      43.6832
      1.94270      44.1045
      1.06100      43.3377
      2.14510      44.9450
      1.32990      43.8708
      1.46500      43.8943
     0.387300      42.4014
      1.89770      44.4547
     0.602600      43.3974
      2.22560      44.3007
      2.78690      44.6827
      2.84200      44.4235
      1.84240      44.4979
     0.620200      42.8898
     0.618800      42.8233
      1.88190      44.3900
      3.05920      44.7553
     0.412000      43.0724
      2.46980      44.3915
      1.77540      44.7312
      1.88370      44.2969
      1.51410      44.1839
     0.698400      43.7530
      2.56230      44.8595
     0.622100      43.7211
     0.934700      44.1123
     0.764200      43.5940
      1.41200      44.2400
      1.73470      44.4065
      3.08160      44.6157
      1.98630      44.2496
      2.00780      45.0145
     0.424100      42.6696
      2.15710      45.2186
      1.09730      44.2540
      1.37950      44.4340
      3.01130      44.7922
      1.77920      44.2030
      1.13900      43.9147
      1.14340      43.9436
     0.917700      43.1676
      1.50650      43.9116
     0.917000      43.2981
      1.10090      43.6543
      1.39460      44.1305
      1.86210      44.2311
      2.48860      44.9855
      2.46250      44.9271
     0.765700      43.9691
      1.80390      44.5118
      1.23950      43.6087
      1.03070      44.1998
      1.21100      43.7361
      5.55970      45.1614
      2.00060      44.7990
      1.29700      45.0056
      2.17480      44.1914
     0.907200      43.5134
     0.498400      42.5377
      4.19320      44.8784
      2.67400      44.5118
     0.664900      43.9352
     0.933200      43.7228
     0.235700      42.9306
      1.97610      44.9375
      1.07360      44.1787
      2.23940      45.0832
     0.408500      43.1294
     0.563300      43.2586
     0.678800      44.4487
      1.76310      44.4365
      1.41570      44.2161
      2.38170      44.7828
      1.25960      44.6787
      1.19840      44.3751
      1.91010      44.4888
     0.965600      44.1364
      1.82150      45.8720
      1.64520      44.8705
      2.00020      44.2406
      2.09950      44.5241
      1.48750      44.4191
      1.21500      43.9929
     0.997700      44.0124
      2.56450      44.7024
      2.12540      44.9414
      2.52470      44.6096
      1.93840      44.0514
      2.89600      44.5769
      1.82650      44.2189
     0.810700      44.2054
      1.27990      44.5474
      1.57690      43.6613
      1.73030      44.7287
     0.543500      42.8240
      2.75030      44.6551
      1.03390      43.8874
     0.885300      43.1035
      1.98080      44.1726
      1.79260      45.2126
     0.773800      43.5542
      3.06120      44.6558
     0.440100      42.9107
      2.09450      44.5225
      1.87640      44.0309
      2.50540      44.6887
      1.62750      43.7992
     0.976900      43.5011
     0.354300      43.0680
      1.54990      44.2203
      1.81840      44.2860
      2.13990      44.5437
      2.18610      44.7039
     0.502900      42.9529
     0.840800      43.4497
      1.31170      44.2544
      1.51640      44.3186
     0.415000      42.5731
      1.26280      44.0067
      1.97820      44.5407
     0.965000      43.8967
      2.03750      44.1410
      2.14130      44.4976
      1.74130      44.5733
      1.92020      44.7139
      2.00210      44.3285
      1.74530      44.5063
     0.875500      43.2461
      1.46370      43.8291
      1.78680      44.8257
      1.98650      44.3250
     0.602800      43.0059
      2.31180      44.6018
     0.668900      43.0498
     0.482700      43.3323
      1.97440      44.4129
      2.55950      44.5518
      1.08550      43.7952
      1.16980      43.5385
      1.24700      43.9637
     0.564800      42.7482
     0.806900      44.1558
     0.699100      43.4647
     0.952900      43.5588
      1.72260      44.0809
     0.960100      43.5351
      1.20190      43.7931
      1.72010      44.0698
     0.497500      42.8630
     0.290000      42.2120
      1.23300      44.0369
      1.89420      44.1941
      1.92820      44.2950
      1.81600      44.3195
      1.69410      44.4222
      1.85620      44.4384
     0.782000      43.5491
      2.21100      44.3569
      1.28420      44.3350
      2.52050      44.6753
     0.822400      43.8236
      2.64070      44.7135
      2.55530      44.7805
      1.34550      44.6254
      1.03720      44.0847
     0.780200      43.4800
      2.94520      44.6812
      1.57800      43.8704
     0.792200      43.4156
      2.75010      44.8936
     0.953500      43.6739
      1.01990      43.7760
      1.98000      44.8196
      1.93040      44.1936
      1.96540      44.4604
      1.09130      43.6865
      1.72960      44.3210
     0.498100      43.0403
      1.79400      44.1634
     0.391100      42.5688
     0.710300      44.2303
      1.24720      44.3263
      1.26650      44.2289
      1.15080      44.4006
      1.33890      43.7938
     0.160000      41.7398
      2.66340      44.7230
     0.708500      44.5598
      1.43870      43.9788
      1.57560      44.0679
      1.72590      45.0553
      1.12260      43.8241
      2.25220      44.5219
      1.67600      44.1349
     0.850900      43.9630
      1.32970      44.1528
      1.41300      43.9820
     0.852800      43.5341
      1.48130      43.8055
     0.752100      43.0793
      1.77310      44.3480
      1.60960      44.0674
      1.09690      43.5759
     0.648800      43.6152
      1.59390      43.7947
      2.11820      44.2898
      1.22450      43.6412
      1.74400      43.8250
      2.82840      44.4385
      2.82140      44.3825
      2.54880      44.7457
      1.01490      43.9064
      1.27080      44.0077
      1.79410      44.4320
     0.780900      43.8239
      1.65070      44.7643
     0.754900      43.3298
      1.73990      44.3014
      1.24760      43.9066
     0.638200      43.5299
      1.75120      44.4364
      1.55300      44.3175
      1.67930      44.2217
     0.887200      43.6367
      1.30100      43.7219
     0.669300      44.7808
      2.01350      44.6292
      1.05490      44.1715
      1.52620      44.4944
     0.855900      44.3406
      3.08570      44.8628
      1.22940      44.3085
     0.663500      43.1634
      1.22410      44.0975
     0.622000      43.0235
      2.54810      45.0297
      1.00180      43.4251
      1.99450      44.3912
      2.29000      44.2609
      1.71670      44.2131
      2.11260      44.1483
      1.06440      43.5886
      1.91300      44.5673
      1.19510      44.1722
      1.89540      44.0064
      1.91830      44.1241
      2.51960      44.2394
      2.24570      44.7512
      1.45160      43.7955
     0.796500      43.3511
      1.00500      43.7966
      2.14650      44.4029
     0.792900      43.9665
      2.15250      44.9372
     0.852100      44.0124
      1.74310      44.2985
      1.78750      44.1066
      2.65080      44.9001
     0.330000      42.4260
      1.57970      44.0986
     0.694200      43.6947
      2.01760      44.9592
      1.63280      44.2602
      1.16150      43.7856
      2.04870      44.4471
      1.09210      43.5501
      1.20670      43.6147
      2.34310      44.6148
      1.33780      44.1585
      2.30520      44.2963
      1.90180      44.5382
      1.52500      43.9257
      2.14750      44.6334
      2.07910      44.3510
      1.74770      44.6906
      1.11610      43.7330
      1.04220      43.6153
      1.72450      44.2307
      1.24530      43.7995
      1.99780      44.0798
     0.784800      44.0991
      1.79360      44.3467
      1.11640      44.0341
      1.04900      43.6283
      2.43300      44.5255
     0.843000      43.2780
      1.19250      44.2439
     0.697900      42.7914
      1.21950      44.1852
      2.09820      44.3521
      2.07430      44.1696
      1.72610      44.5599
      1.27270      44.2242
      1.73370      44.3308
      2.73390      44.7224
     0.778900      43.7069
     0.940300      43.4086
      1.21680      43.8667
      1.14040      43.9119
      1.47090      44.5744
      1.03420      43.8276
      1.78440      44.8785
      1.45660      44.2998
      2.07730      44.3606
     0.786900      44.7690
      1.09420      44.1977
      1.79220      44.4496
      1.71700      44.7152
     0.802800      43.9255
      2.20770      44.7435
      1.46510      44.1936
      1.08400      44.2224
     0.746300      43.3241
     0.387400      43.2686
      1.13370      44.0744
     0.724700      43.3309
      1.61260      44.4676
     0.877600      44.0065
      1.78380      44.4788
      1.42470      44.1859
      1.24300      44.2927
     0.507900      44.1396
     0.977600      43.8550
      1.71700      44.5450
     0.846300      44.9015
      2.56020      44.6577
     0.911600      44.2225
      1.01520      44.1145
      1.74540      44.3684
     0.524800      43.3210
      1.78190      44.2301
      1.26420      44.5735
      1.72730      44.7205
     0.752500      44.5960
      2.56320      44.6069
     0.996300      43.9362
      1.20470      43.7543
      1.54160      44.2923
     0.581300      42.7698
      1.54710      43.9627
      1.42660      44.2273
     0.886200      44.1500
      1.64410      43.8674
      1.19210      43.7992
      2.22920      44.7025
      1.92060      44.5060
      1.90780      44.4887
      1.05520      43.9806
      1.01840      43.9896
      1.65650      44.1967
      1.38240      44.5025
      1.38460      44.1591
      1.33740      43.9772
     0.552800      43.3482
     0.547200      42.9824
      1.80840      44.2094
      1.76830      44.7430
      1.25660      44.2133
      1.00160      43.8798
      1.24830      44.2738
      1.02610      43.8426
      2.51250      45.6973
     0.345000      42.9184
      1.76930      44.4784
      1.81800      44.4390
     0.613500      43.4485
     0.940800      43.8030
      2.15340      44.6297
      1.81640      46.0916
      1.84660      44.5425
      1.44720      44.4113
      1.52700      44.0847
      1.06150      43.7648
     0.433400      43.1935
      1.91560      44.7358
     0.394600      43.0149
      1.37660      44.2328
      2.18180      44.5384
      1.60930      44.5133
     0.391400      42.9763
      1.71650      44.8497
     0.378400      42.8717
     0.625900      43.8213
      1.60600      44.5547
     0.850100      43.7232
      1.39410      44.0822
      1.24780      44.2952
      2.74790      44.8337
     0.660500      44.0018
     0.213500      43.1240
    0.0941000      41.8135
      1.26980      44.1413
      1.36060      44.3190
     0.404300      42.9709
     0.615900      43.5589
      1.39120      44.2989
      2.17500      44.6672
      1.55620      44.4975
      2.38070      45.0890
      1.91720      44.7384
     0.423100      43.3585
     0.585300      43.6824
      1.36380      43.8322
      1.34500      44.0375
      1.26320      44.1095
     0.706300      43.4269
      2.01260      44.7168
      1.96150      44.3409
     0.906100      43.7462
      1.69050      44.0157
     0.591500      43.1424
      1.15480      43.5280
      1.82460      44.2738
     0.892400      43.9915
     0.858700      43.3781
      1.42530      43.9473
      3.07400      44.9931
     0.643100      43.6213
     0.611900      42.9865
      1.21390      44.0498
      2.79250      45.1125
      1.47270      44.2710
     0.402700      42.7060
     0.869300      44.6334
      1.72710      44.1844
     0.398600      42.8057
      1.64070      44.5199
      1.19320      44.1791
     0.324900      42.6186
      1.54700      44.3610
      2.13150      44.6212
      1.82530      44.2674
      2.13510      44.2532
      2.56120      45.0867
      2.13680      44.6775
     0.882800      43.8979
      2.13660      44.3979
      2.14880      44.3884
     0.780500      44.5692
      1.04270      43.9542
      1.26970      44.2435
     0.454900      42.7532
     0.518000      43.3812
      1.68510      44.4428
      2.67040      44.4099
      1.07380      43.8894
      2.08240      44.4377
     0.972900      44.1705
     0.871200      45.0399
      1.25380      43.9786
      1.59200      44.3118
      1.38420      44.5237
      1.94040      45.1243
     0.792100      43.5871
      1.80080      44.6715
     0.379600      43.1266
      1.01160      43.8970
     0.880300      43.9122
      1.06280      43.9945
     0.244500      42.8553
      1.08970      43.8735
     0.887000      43.8221
     0.244700      42.2961
      1.79120      44.3465
      1.75020      44.1513
     0.400300      42.8605
      1.00790      43.7144
     0.963500      43.6181
     0.560000      43.0576
     0.304800      42.4377
      1.96020      44.4725
      1.90200      44.0707
      2.54650      44.6319
      1.85830      44.0947
      1.54620      44.4840
      2.59470      45.0161
      2.66330      44.6944
      2.39260      44.4196
     0.504200      43.6222
      2.73010      45.1156
     0.390000      43.4884
      1.78020      44.1538
      2.75340      44.4451
     0.336700      42.4328
      1.02210      43.3569
     0.565800      42.8688
      2.08830      44.2784
      1.50450      44.1642
      2.27280      44.4406
      1.53300      44.5382
     0.838900      43.6911
      1.18570      44.1839
      2.68830      44.5829
      2.23200      45.3530
      1.54850      43.6746
      1.04720      43.8165
      1.76840      44.0120
     0.661100      43.3572
      2.46210      44.3446
     0.660000      43.7924
     0.795500      42.9033
     0.970900      44.4515
     0.679200      43.7034
      2.03040      44.4801
      2.01020      44.0604
      1.44050      44.4043
      1.14730      44.1344
      3.07070      45.3939
      1.73410      44.5323
      2.22820      44.2858
      2.14600      44.3498
     0.792800      43.6953
      1.79520      44.8561
      2.04850      44.4599
      1.13300      44.1280
      1.03340      43.9391
     0.739600      43.3503
      1.25540      43.9595
      1.69560      44.7693
      1.02500      43.7835
      1.71690      44.6292
     0.401000      42.7289
      1.07830      44.0006
     0.583000      43.5462
     0.675300      43.2382
      1.01490      43.7807
     0.480800      42.7323
      1.87280      44.8126
     0.887900      43.5548
      1.07620      43.6619
      1.66380      44.2786
      1.25740      43.8089
      3.24880      44.6989
     0.782900      43.8413
      1.06090      44.0457
      1.71550      44.1390
     0.756500      43.4059
      1.58060      43.9540
     0.767300      43.4394
     0.829600      43.7143
      1.33660      43.8699
      1.72140      44.2863
      4.06030      45.0171
      1.26040      43.7338
      1.65740      43.9588
      2.58060      44.7093
