#R-K     X/O
      3.22066     0.657884
      3.07173   -0.0368295
      1.94401    -0.310575
      3.09299     0.232104
      1.74893     0.181648
      2.02012    -0.252556
      3.72129     0.661146
      3.37852    -0.182744
      2.21240     0.342964
      1.72153     0.127711
      2.86853     0.192557
      2.75828    -0.100145
      2.20761     0.803289
      1.93044     0.610792
      3.18787     0.873624
      2.42180     0.400355
      3.75497      1.62513
      2.42505     0.120690
      2.79430     0.779586
      2.66232     0.439641
      1.90549    -0.162844
      3.48150     0.445887
      3.07037     0.497011
      2.41383     0.893517
      3.54229     0.498897
      2.87440     0.192870
      2.41906    0.0930858
      2.59836     0.698774
      3.75755      1.40687
      2.85417     0.853818
      1.47072    -0.735881
      2.19715    -0.162186
      2.83381     0.667965
      3.14648     0.507345
      2.04563     0.386308
      2.00159     0.698131
      2.79795     0.410488
      2.89995      1.00268
      1.62813     0.420775
      2.44932     0.897094
      3.31336     0.507627
      3.26877     0.145512
      2.05086     0.321908
      1.93797    -0.133220
      3.41392      1.03528
      2.65916     0.222320
      2.06848  -0.00139809
      1.85066   -0.0249414
      3.92861     0.938664
      3.67600     0.598222
      2.00916     0.221611
      2.31240     0.556623
      3.69184      1.11184
      2.92892     0.491086
      2.30743   -0.0336127
      3.25745     0.571787
      3.68749     0.359130
      2.41540     0.641619
      2.59074     0.351838
      3.18962    0.0389991
      2.44296     0.958776
      3.45862     0.711092
      3.09542     0.418076
      1.42237    -0.334210
      3.29090     0.807302
      1.56458     0.477982
      3.90461     0.586389
      2.09041    -0.154594
      2.09457     0.363926
      2.77661      1.05933
      1.98099    -0.182828
      2.37897     0.251808
      2.87040     0.371090
      2.58995   -0.0564623
      2.85804    0.0126486
      2.44277     0.722157
      2.31189     0.294827
      3.01020     0.610482
      2.14915    -0.114336
      2.37035   0.00996971
      2.37827    0.0978265
      2.90531     0.254923
      1.94279    -0.391233
      2.13071     0.205868
      1.79136     0.103387
      1.70579   -0.0394959
      2.82607     0.529896
      2.42764     0.919330
      1.70356    -0.543189
      1.88204    -0.263072
      2.85540  -0.00882816
      3.32015   -0.0883827
      1.92318     0.303098
      1.21841    -0.934789
      3.16460      1.40500
      2.47076     0.509314
      2.60438     0.439162
      3.19276     0.372257
      3.27788     0.507440
      2.60841     0.730450
      2.20211     0.211754
      3.66426     0.839523
      2.70947     0.569389
      2.19711  -0.00717402
      3.01959     0.602446
      1.49315     0.277400
      1.79739     0.161870
      1.94956    -0.117945
      1.71529    -0.813405
      2.71843     0.276723
      2.06808    0.0607777
      4.23429     0.613129
      1.89711    -0.164067
      3.02578     0.609567
      2.75984     0.527582
      2.67698     0.353668
      2.19864     0.706470
      2.04188   -0.0434427
      3.19483     0.286825
      2.33760     0.237000
      2.04549   -0.0256405
      2.20905   -0.0554304
      2.53890     0.102376
      2.48006    -0.128736
      3.73407     0.333776
      1.94580     0.488077
      1.96363     0.535959
      3.03603     0.780720
      1.99420    0.0369277
      1.91602     0.706872
      4.06972      1.05725
      2.69536    0.0698709
      3.32678     0.606848
      1.91493   -0.0624247
      1.73457    0.0779486
      2.08749    -0.979581
      1.69166   -0.0435219
      1.99618     0.289979
      1.68867    0.0226426
      3.19363     0.186317
      2.31188    0.0916810
      2.81331     0.525806
      3.04214     0.616980
      3.48512     0.590420
      3.07615     0.269325
      4.24981    0.0272741
      2.96321    -0.402992
      1.51041    -0.206851
      1.67957    0.0785942
      2.52528    -0.216884
      2.16051     0.778217
    0.0294571     -2.40085
      3.33640     0.674009
      3.18094     0.475702
      2.04124    -0.130749
      3.15829    -0.934398
      1.53344     0.175153
      2.69176     0.143985
      2.02229    0.0447636
      2.53406    -0.373834
      2.41553   -0.0932255
      2.19388     0.596441
      3.05302     0.369887
      2.13579    -0.610489
      2.21396    -0.491755
      2.62777     0.388268
      1.81758     0.526573
      3.04192     0.186502
      2.09513     0.805647
      3.91509      1.29286
      3.75699     0.621866
      2.17155    -0.271064
      1.98493     0.434198
      1.79117    0.0396147
      3.70000     0.755014
      3.62929     0.262568
      3.23713   -0.0822792
      2.78055     0.247142
      3.05542     0.323622
      2.76818     0.703764
      2.64463     0.671875
      3.36455     0.371983
      2.09380    0.0167928
      2.19899     0.704814
      3.94229     0.874331
      2.22996    -0.194252
      2.12697     0.290967
      2.85283     0.284868
      2.98778     0.677711
      2.99911      1.17754
      2.23928    -0.244050
      2.07891     0.290566
      2.24478     0.295578
      3.17376    0.0719185
      2.95574      1.05417
      2.14869   -0.0656185
      2.61091     0.346706
      3.16601     0.490420
      2.69768     0.561649
      2.30742     0.267420
      3.22679     0.227499
      3.02140    -0.754603
      1.90799    -0.385709
      2.88457   -0.0834594
      2.39146     -1.03923
      2.24555     0.716015
      2.24399     0.121358
      2.82293     0.263058
      3.01827     0.560807
      2.45669    -0.190063
      2.60490     0.329019
      2.16294     0.186654
      2.75319     -1.16842
      3.54217     0.336396
      3.20858     0.697400
      2.47586   0.00912571
      1.46597   -0.0968461
      1.63619     0.103280
      2.28802     0.527702
      3.14792     0.132416
      3.13357     0.463245
      2.20950     0.197122
      2.83379     0.600762
      2.64376      1.07296
      2.03805     0.380327
      3.10126     0.541223
      2.94137     0.772252
      2.84073     0.815939
      3.15119     0.357554
      2.43677     0.160550
      4.07708     0.776361
      3.12575     0.422728
      3.17587     0.235452
      3.04071     0.422940
      2.69240     0.527164
      2.20928     0.575294
      2.42005     0.327985
      2.27731     0.324887
      3.19689     0.729856
      2.55561     0.608911
      3.82506     0.667592
      3.43834     0.933013
      1.94795     0.352742
      1.73844    0.0659142
      3.01336     0.460403
      2.66032     0.172494
      3.61961     0.500555
      2.52504     0.589929
      2.00720    -0.365914
      3.37021     0.402890
      2.89311     0.418835
      1.92788    -0.313410
      2.06169    -0.353265
      2.25094   -0.0336981
      2.39230     0.386732
      1.97023     0.396867
      4.80929      1.18705
      3.04209     0.655842
      2.69353   -0.0948038
      3.22573     0.477079
      1.84438     0.284072
      3.53098      1.29435
      2.81722     0.710898
      1.88014     0.291395
      1.76390    0.0444922
      1.49692    -0.261386
      3.05488     0.594619
      2.58210     0.348277
      2.72192    -0.202376
      2.89182     0.752965
      1.95286     0.218236
      2.62817    0.0552368
      2.53414     0.152367
      2.96182     0.697075
      3.58486     0.753021
      2.45730    0.0569000
      2.66841     0.581351
      2.20614     0.914307
      2.29798     0.449042
      2.90904     0.642179
      2.57302     0.765223
      2.41418     0.415511
      2.57515     0.238541
      3.17417     0.500843
      2.77086     0.450630
      3.90880     0.976987
      3.41322     0.472015
      3.26411     0.245051
      4.41403     0.866135
      3.31253     0.585777
      2.26423    -0.367678
      2.30808    -0.111675
      2.59299    -0.800165
      2.47861     0.715591
      2.26765    0.0913525
      1.18741     -2.07489
      4.54529     0.342611
      3.13888    -0.283416
      2.79909     0.109711
      3.79513     0.613125
      3.27315      1.02188
      3.31252     0.357759
      2.74105    0.0878110
      2.90051     0.619995
      3.02029     0.546295
      2.88532     0.815099
      2.59241    0.0796061
      1.71288     -1.14580
      2.25368    -0.961767
      3.59621    -0.374733
      2.13586     0.421751
      4.15167     0.925526
      2.98968     0.328700
      4.26298     0.485117
      4.08790     0.141508
      2.90753     0.639931
      3.41957      1.41951
      5.78463     0.799610
      5.24894     0.738015
      4.96634     0.359921
      4.71445      1.07302
