#R-K     X/O
      4.28961    -0.230981
      2.31727     0.300993
      2.00664     -1.38958
      1.25511     -1.50472
      1.91677     -1.43620
      3.19389     -1.14458
      2.27188     -1.17457
      3.07094    -0.125804
      3.33625    -0.638177
      2.74866    -0.174529
      1.68531     -1.02363
      3.82626    -0.890632
      4.20835     -1.02637
